file_path,qualified_name,kind,start_line,end_line,line_range,intended_function,suggestion,notes,executed_lines,total_lines,coverage_ratio,is_async,is_dunder,decorators,code_snippet
src/api/files/tracking.py,FileTracker.get_stats,method,147,149,147-149,data retrieval,consider_delete,function-or-method-not-executed,0,3,0.00%,False,False,,"def get_stats(self) -> Dict[str, Any]:
        """"""Get overall tracking statistics.""""""
        return self.store.get_stats()"
src/api/files/tracking.py,create_file_tracker,function,152,164,152-164,general purpose,consider_delete,function-or-method-not-executed,0,13,0.00%,False,False,,"def create_file_tracker(
    store: Optional[TemporalStore] = None,
    promotion_threshold: int = 3,
    pareto_min_queries: int = 5,
    ttl_seconds: int = 86400,
) -> FileTracker:
    """"""Factory function to create FileTracker.""""""
    return FileTracker(
        store=store,
        promotion_threshold=promotion_threshold,
        pareto_min_queries=pareto_min_queries,
        ttl_seconds=ttl_seconds,
    )"
src/api/routes/exclusions.py,ExclusionsConfig,class,19,23,19-23,general purpose,investigate,class-not-instantiated-or-not-executed,0,5,0.00%,False,False,,"class ExclusionsConfig(BaseModel):
    """"""List of exclusion patterns/paths used during ingestion.""""""

    excludes: List[str] = Field(default_factory=list)
    path: str | None = None"
src/api/routes/exclusions.py,_get_ingestignore_path,function,26,27,26-27,data retrieval,consider_delete,function-or-method-not-executed,0,2,0.00%,False,False,,"def _get_ingestignore_path() -> Path:
    return app_settings.BASE_DIR / "".ingestignore"""
src/api/routes/exclusions.py,_read_exclusions,function,30,40,30-40,parsing/reading,consider_delete,function-or-method-not-executed,0,11,0.00%,False,False,,"def _read_exclusions(file_path: Path) -> List[str]:
    if not file_path.exists():
        return []

    excludes: List[str] = []
    for line in file_path.read_text(encoding=""utf-8"").splitlines():
        stripped = line.strip()
        if not stripped or stripped.startswith(""#""):
            continue
        excludes.append(stripped)
    return excludes"
src/api/routes/exclusions.py,_write_exclusions,function,43,73,43-73,writing/saving,consider_delete,function-or-method-not-executed,0,31,0.00%,False,False,,"def _write_exclusions(file_path: Path, excludes: List[str]) -> None:
    header_lines: List[str] = []
    if file_path.exists():
        for line in file_path.read_text(encoding=""utf-8"").splitlines():
            if line.strip() == """" or line.lstrip().startswith(""#""):
                header_lines.append(line)
            else:
                break
    else:
        header_lines = [
            ""# Patterns, relative paths, or absolute paths to exclude from ingestion."",
            ""#"",
            ""# Examples:"",
            ""#   node_modules/"",
            ""#   **/__pycache__/**"",
            ""#   data/private/**"",
            ""#   /absolute/path/to/secrets.txt"",
            """",
        ]

    seen = set()
    normalized: List[str] = []
    for item in excludes:
        value = item.strip()
        if not value or value in seen:
            continue
        seen.add(value)
        normalized.append(value)

    content_lines = header_lines + normalized
    file_path.write_text(""\n"".join... [truncated]"
src/api/routes/exclusions.py,get_exclusions,function,77,81,77-81,data retrieval,consider_delete,function-or-method-not-executed,0,5,0.00%,True,False,router.get,"async def get_exclusions() -> ExclusionsConfig:
    """"""Return the current ingestion exclusions list.""""""
    ingestignore_path = _get_ingestignore_path()
    excludes = _read_exclusions(ingestignore_path)
    return ExclusionsConfig(excludes=excludes, path=str(ingestignore_path))"
src/api/routes/exclusions.py,update_exclusions,function,85,98,85-98,data modification,consider_delete,function-or-method-not-executed,0,14,0.00%,True,False,router.post,"async def update_exclusions(config: ExclusionsConfig) -> Dict[str, str | int]:
    """"""Replace the exclusions list stored in .ingestignore.""""""
    ingestignore_path = _get_ingestignore_path()
    try:
        _write_exclusions(ingestignore_path, config.excludes)
    except Exception as exc:
        raise HTTPException(
            status_code=status.HTTP_500_INTERNAL_SERVER_ERROR,
            detail=f""Failed to update exclusions: {exc}"",
        ) from exc
    return {
        ""success"": True,
        ""message"": f""Updated exclusions ({len(config.excludes)})"",
    }"
src/api/routes/rag.py,get_rag_orchestrator,function,25,27,25-27,data retrieval,consider_delete,function-or-method-not-executed,0,3,0.00%,True,False,,"async def get_rag_orchestrator() -> RAGOrchestrator:
    """"""Dependency injection for RAG orchestrator.""""""
    raise HTTPException(status_code=500, detail=""RAG orchestrator not initialized"")"
src/api/routes/rag.py,get_ingestion_orchestrator,function,30,32,30-32,data retrieval,consider_delete,function-or-method-not-executed,0,3,0.00%,True,False,,"async def get_ingestion_orchestrator() -> IngestionOrchestrator:
    """"""Dependency injection for ingestion orchestrator.""""""
    raise HTTPException(status_code=500, detail=""Ingestion orchestrator not initialized"")"
src/api/routes/rag.py,rag_query,function,36,57,36-57,general purpose,consider_delete,function-or-method-not-executed,0,22,0.00%,True,False,router.post,"async def rag_query(
    request: RagQueryRequest,
    rag: RAGOrchestrator = Depends(get_rag_orchestrator),
) -> RagQueryResponse:
    # Use default values with early assignment
    temperature = request.temperature or settings.RAG_DEFAULT_TEMPERATURE
    max_tokens = request.max_tokens or settings.RAG_DEFAULT_MAX_TOKENS
    
    result = rag.query(
        question=request.query,
        top_k=request.top_k,
        filters=request.filters,
        temperature=temperature,
        max_tokens=max_tokens,
        system_prompt=request.system,
    )
    sources = result.get(""sources"", []) if request.include_sources else []
    return RagQueryResponse(
        answer=result[""answer""],
        sources=sources,
        metadata=result.get(""metadata"", {}),
    )"
src/api/routes/rag.py,rag_ingest,function,61,100,61-100,general purpose,consider_delete,function-or-method-not-executed,0,40,0.00%,True,False,router.post,"async def rag_ingest(
    request: RagIngestRequest,
    ingestion: IngestionOrchestrator = Depends(get_ingestion_orchestrator),
) -> RagIngestResponse:
    # Use default values with early assignment
    enabled_paths = tuple(request.enabled_paths or ())
    allowed_extensions = set(request.allowed_extensions or ())
    excluded_dirs = set(request.excluded_dirs or ())
    excluded_globs = set(request.excluded_globs or ())
    max_files = int(request.max_files or 0)
    scan_progress_every = int(request.scan_progress_every or 0)
    stream_ingest = bool(request.streaming) if request.streaming is not None else True
    
    options = IngestionOptions(
        root_paths=tuple(request.paths),
        enabled_paths=enabled_paths,
        allowed_extensions=allowed_extensions,
        excluded_directory_names=excluded_dirs,
        excluded_path_globs=excluded_globs,
        follow_symbolic_links=bool(request.follow_symlinks),
        dry_run=bool(request.dry_run),
        per_file_mode=boo... [truncated]"
src/api/routes/rag.py,tool_zip,function,104,112,104-112,general purpose,consider_delete,function-or-method-not-executed,0,9,0.00%,True,False,router.post,"async def tool_zip(request: RagToolRequest) -> RagToolResponse:
    preprocessor = get_preprocessor()
    output = preprocessor.extract_archive(Path(request.input_path))
    if output is None:
        return RagToolResponse(success=False, error=""Archive extraction failed."")
    return RagToolResponse(
        success=True,
        output_dir=str(output),
    )"
src/api/routes/rag.py,tool_office,function,116,124,116-124,general purpose,consider_delete,function-or-method-not-executed,0,9,0.00%,True,False,router.post,"async def tool_office(request: RagToolRequest) -> RagToolResponse:
    preprocessor = get_preprocessor()
    output = preprocessor.convert_office_document(Path(request.input_path))
    if output is None:
        return RagToolResponse(success=False, error=""Office conversion failed."")
    return RagToolResponse(
        success=True,
        output_path=str(output),
    )"
src/api/routes/rag.py,tool_ocr,function,128,136,128-136,general purpose,consider_delete,function-or-method-not-executed,0,9,0.00%,True,False,router.post,"async def tool_ocr(request: RagToolRequest) -> RagToolResponse:
    preprocessor = get_preprocessor()
    output = preprocessor.perform_ocr(Path(request.input_path))
    if output is None:
        return RagToolResponse(success=False, error=""OCR failed."")
    return RagToolResponse(
        success=True,
        output_path=str(output),
    )"
src/api/routes/rag.py,file_location,function,140,145,140-145,general purpose,consider_delete,function-or-method-not-executed,0,6,0.00%,True,False,router.get,"async def file_location(
    file_id: str,
    rag: RAGOrchestrator = Depends(get_rag_orchestrator),
) -> RagFileLocationResponse:
    path = rag.retriever.get_file_location(file_id)
    return RagFileLocationResponse(file_id=file_id, path=path)"
src/api/routes/rag.py,file_metadata,function,149,154,149-154,general purpose,consider_delete,function-or-method-not-executed,0,6,0.00%,True,False,router.get,"async def file_metadata(
    file_id: str,
    rag: RAGOrchestrator = Depends(get_rag_orchestrator),
) -> RagFileMetadataResponse:
    metadata = rag.retriever.get_file_metadata(file_id)
    return RagFileMetadataResponse(file_id=file_id, metadata=metadata)"
src/api/routes/stats.py,GraphStats,class,14,19,14-19,general purpose,investigate,class-not-instantiated-or-not-executed,0,6,0.00%,False,False,,"class GraphStats(BaseModel):
    """"""Graph database statistics.""""""
    nodes: int
    relations: int
    node_types: Dict[str, int]
    relation_types: Dict[str, int]"
src/api/routes/stats.py,VectorStats,class,22,27,22-27,general purpose,investigate,class-not-instantiated-or-not-executed,0,6,0.00%,False,False,,"class VectorStats(BaseModel):
    """"""Vector store statistics.""""""
    total_documents: int
    total_chunks: int
    tenants: List[str]
    collection_name: str"
src/api/routes/stats.py,RAGStats,class,30,37,30-37,general purpose,investigate,class-not-instantiated-or-not-executed,0,8,0.00%,False,False,,"class RAGStats(BaseModel):
    """"""Overall RAG system statistics.""""""
    documents_indexed: int
    chunks_indexed: int
    active_tenants: int
    graph_nodes: int
    graph_relations: int
    weaviate_objects: int"
src/api/routes/stats.py,QueryMetrics,class,40,45,40-45,general purpose,investigate,class-not-instantiated-or-not-executed,0,6,0.00%,False,False,,"class QueryMetrics(BaseModel):
    """"""Recent query metrics.""""""
    total_queries: int
    avg_latency_ms: float
    avg_relevance_score: float
    last_query: str"
src/api/routes/stats.py,get_weaviate_client,function,49,54,49-54,data retrieval,consider_delete,function-or-method-not-executed,0,6,0.00%,True,False,,"async def get_weaviate_client():
    """"""Get Weaviate client instance.""""""
    from src.api.app import _weaviate_client
    if _weaviate_client is None:
        raise HTTPException(status_code=500, detail=""Weaviate client not initialized"")
    return _weaviate_client"
src/api/routes/stats.py,get_rag_stats,function,58,115,58-115,data retrieval,consider_delete,function-or-method-not-executed,0,58,0.00%,True,False,router.get,"async def get_rag_stats(
    weaviate_client = Depends(get_weaviate_client),
) -> RAGStats:
    """"""Get overall RAG system statistics.""""""
    try:
        import os
        from src.workflows.query.engine import AppConfig

        config = AppConfig()
        collection_name = config.WEAVIATE_CLASS

        # Get Weaviate stats
        collection = weaviate_client.collections.get(collection_name)

        # Count total objects across all tenants
        total_objects = 0
        tenants = []

        try:
            # Get all tenants if multi-tenancy is enabled
            if config.WEAVIATE_MULTI_TENANCY:
                tenant_list = collection.tenants.get()
                tenants = [t.name for t in tenant_list]

                # Count objects per tenant
                for tenant in tenants:
                    try:
                        response = collection.with_tenant(tenant).aggregate.over_all(
                            total_count=True
                        )
          ... [truncated]"
src/api/routes/stats.py,get_graph_stats,function,119,174,119-174,data retrieval,consider_delete,function-or-method-not-executed,0,56,0.00%,True,False,router.get,"async def get_graph_stats() -> GraphStats:
    """"""Get graph database statistics from Neo4j.""""""
    try:
        import os
        from neo4j import GraphDatabase

        # Get Neo4j connection details
        uri = settings.NEO4J_URI
        user = settings.NEO4J_USER
        password = settings.NEO4J_PASSWORD

        driver = GraphDatabase.driver(uri, auth=(user, password))

        with driver.session() as session:
            # Count nodes
            node_result = session.run(""MATCH (n) RETURN count(n) as count"")
            total_nodes = node_result.single()[""count""]

            # Count relationships
            rel_result = session.run(""MATCH ()-[r]->() RETURN count(r) as count"")
            total_relations = rel_result.single()[""count""]

            # Count nodes by type
            node_types_result = session.run(
                ""MATCH (n) RETURN labels(n) as labels, count(*) as count""
            )
            node_types = {}
            for record in node_types_result:
  ... [truncated]"
src/api/routes/stats.py,get_vector_stats,function,178,220,178-220,data retrieval,consider_delete,function-or-method-not-executed,0,43,0.00%,True,False,router.get,"async def get_vector_stats(
    weaviate_client = Depends(get_weaviate_client),
) -> VectorStats:
    """"""Get vector store statistics.""""""
    try:
        from src.workflows.query.engine import AppConfig

        config = AppConfig()
        collection_name = config.WEAVIATE_CLASS

        collection = weaviate_client.collections.get(collection_name)

        # Get all tenants
        tenants = []
        total_chunks = 0

        if config.WEAVIATE_MULTI_TENANCY:
            tenant_list = collection.tenants.get()
            tenants = [t.name for t in tenant_list]

            # Count objects per tenant
            for tenant in tenants:
                try:
                    response = collection.with_tenant(tenant).aggregate.over_all(
                        total_count=True
                    )
                    total_chunks += response.total_count or 0
                except Exception as e:
                    logger.warning(f""Could not get stats for tenant {tenant}: {e}"")
   ... [truncated]"
src/api/routes/stats.py,get_query_metrics,function,224,237,224-237,data retrieval,consider_delete,function-or-method-not-executed,0,14,0.00%,True,False,router.get,"async def get_query_metrics() -> QueryMetrics:
    """"""Get recent query metrics (placeholder).""""""
    try:
        # This is a placeholder - you would implement actual metrics tracking
        # For now, return dummy data
        return QueryMetrics(
            total_queries=0,
            avg_latency_ms=0.0,
            avg_relevance_score=0.0,
            last_query="""",
        )
    except Exception as e:
        logger.error(f""Error getting query metrics: {e}"", exc_info=True)
        raise HTTPException(status_code=500, detail=str(e))"
src/api/routes/system.py,AutostartStatus,class,15,20,15-20,general purpose,investigate,class-not-instantiated-or-not-executed,0,6,0.00%,False,False,,"class AutostartStatus(BaseModel):
    """"""Autostart status response.""""""
    enabled: bool
    config_value: str
    config_source: str
    timestamp: str"
src/api/routes/system.py,AutostartUpdateRequest,class,23,25,23-25,data modification,investigate,class-not-instantiated-or-not-executed,0,3,0.00%,False,False,,"class AutostartUpdateRequest(BaseModel):
    """"""Autostart update request.""""""
    enabled: bool"
src/api/routes/system.py,AutostartUpdateResponse,class,28,35,28-35,data modification,investigate,class-not-instantiated-or-not-executed,0,8,0.00%,False,False,,"class AutostartUpdateResponse(BaseModel):
    """"""Autostart update response.""""""
    success: bool
    enabled: bool
    config_value: str
    actions: list[str]
    errors: list[str]
    timestamp: str"
src/api/routes/system.py,get_autostart_status,function,39,52,39-52,data retrieval,consider_delete,function-or-method-not-executed,0,14,0.00%,True,False,router.get,"async def get_autostart_status() -> AutostartStatus:
    """"""
    Get current auto-start status.
    
    Returns:
        Current auto-start configuration status
    """"""
    try:
        manager = AutostartManager()
        status = manager.api_get()
        return AutostartStatus(**status)
    except Exception as e:
        logger.error(f""Error getting autostart status: {e}"", exc_info=True)
        raise HTTPException(status_code=500, detail=str(e))"
src/api/routes/system.py,update_autostart_status,function,56,72,56-72,data modification,consider_delete,function-or-method-not-executed,0,17,0.00%,True,False,router.post,"async def update_autostart_status(request: AutostartUpdateRequest) -> AutostartUpdateResponse:
    """"""
    Update auto-start status.
    
    Args:
        request: Autostart update request with enabled flag
        
    Returns:
        Result of the update operation
    """"""
    try:
        manager = AutostartManager()
        result = manager.api_set(request.enabled)
        return AutostartUpdateResponse(**result)
    except Exception as e:
        logger.error(f""Error updating autostart status: {e}"", exc_info=True)
        raise HTTPException(status_code=500, detail=str(e))"
src/api/routes/system.py,get_detailed_autostart_status,function,76,89,76-89,data retrieval,consider_delete,function-or-method-not-executed,0,14,0.00%,True,False,router.get,"async def get_detailed_autostart_status() -> Dict[str, Any]:
    """"""
    Get detailed auto-start status including systemd service information.
    
    Returns:
        Detailed status information including systemd service states
    """"""
    try:
        manager = AutostartManager()
        status = manager.get_status()
        return status
    except Exception as e:
        logger.error(f""Error getting detailed autostart status: {e}"", exc_info=True)
        raise HTTPException(status_code=500, detail=str(e))"
src/api/routes/volumes.py,update_settings_json,function,26,52,26-52,data modification,consider_delete,function-or-method-not-executed,0,27,0.00%,False,False,,"def update_settings_json(updates: Dict[str, Any]) -> None:
    """"""
    Update settings.json file with new values.

    Creates the file if it doesn't exist.
    Merges updates with existing settings.
    """"""
    settings_file = app_settings.USER_SETTINGS_FILE

    # Load existing settings
    existing_settings = {}
    if settings_file.exists():
        try:
            with open(settings_file, 'r') as f:
                existing_settings = json.load(f)
        except (json.JSONDecodeError, IOError):
            pass  # Start fresh if file is corrupted

    # Merge updates
    existing_settings.update(updates)

    # Ensure directory exists
    settings_file.parent.mkdir(parents=True, exist_ok=True)

    # Write back
    with open(settings_file, 'w') as f:
        json.dump(existing_settings, f, indent=2)"
src/api/routes/volumes.py,ExternalVolume,class,59,65,59-65,general purpose,investigate,class-not-instantiated-or-not-executed,0,7,0.00%,False,False,,"class ExternalVolume(BaseModel):
    """"""Model for an external volume configuration.""""""

    name: str = Field(..., description=""Human-readable identifier for the volume"")
    primary: str = Field(..., description=""Primary path on host where volume is mounted"")
    fallback: str = Field(..., description=""Fallback directory when volume unavailable"")
    mount: str = Field(..., description=""Path inside container where volume is accessible"")"
src/api/routes/volumes.py,ExternalVolumesConfig,class,68,71,68-71,general purpose,investigate,class-not-instantiated-or-not-executed,0,4,0.00%,False,False,,"class ExternalVolumesConfig(BaseModel):
    """"""Configuration for all external volumes.""""""

    volumes: List[ExternalVolume] = Field(default_factory=list)"
src/api/routes/volumes.py,VolumeStatus,class,74,82,74-82,general purpose,investigate,class-not-instantiated-or-not-executed,0,9,0.00%,False,False,,"class VolumeStatus(BaseModel):
    """"""Status information for a volume.""""""

    name: str
    primary: str
    fallback: str
    mount: str
    is_available: bool
    marker_exists: bool"
src/api/routes/volumes.py,get_external_volumes,function,90,101,90-101,data retrieval,consider_delete,function-or-method-not-executed,0,12,0.00%,True,False,router.get,"async def get_external_volumes() -> ExternalVolumesConfig:
    """"""
    Get all configured external volumes.

    Returns volumes from settings.json if available, otherwise from .env
    """"""
    from src.utils.volume_monitor import load_external_volumes_config

    volumes = load_external_volumes_config()
    return ExternalVolumesConfig(
        volumes=[ExternalVolume(**vol) for vol in volumes]
    )"
src/api/routes/volumes.py,update_external_volumes,function,105,126,105-126,data modification,consider_delete,function-or-method-not-executed,0,22,0.00%,True,False,router.post,"async def update_external_volumes(config: ExternalVolumesConfig) -> Dict[str, Any]:
    """"""
    Update external volumes configuration in settings.json.

    This persists the configuration across container restarts.
    """"""
    # Convert to list of dicts
    volumes_data = [vol.model_dump() for vol in config.volumes]

    # Update settings.json
    update_settings_json({""EXTERNAL_VOLUMES"": volumes_data})

    # Update environment variables for immediate effect
    for vol in config.volumes:
        env_var_name = f""HOST_{vol.name.upper()}_DIR""
        os.environ[env_var_name] = vol.primary

    return {
        ""success"": True,
        ""message"": f""Updated {len(volumes_data)} external volume(s)"",
        ""volumes"": volumes_data
    }"
src/api/routes/volumes.py,add_external_volume,function,130,150,130-150,general purpose,consider_delete,function-or-method-not-executed,0,21,0.00%,True,False,router.post,"async def add_external_volume(volume: ExternalVolume) -> Dict[str, Any]:
    """"""
    Add a new external volume to the configuration.
    """"""
    # Load current configuration
    current_config = await get_external_volumes()

    # Check if volume with same name already exists
    for existing_vol in current_config.volumes:
        if existing_vol.name == volume.name:
            raise HTTPException(
                status_code=status.HTTP_400_BAD_REQUEST,
                detail=f""Volume with name '{volume.name}' already exists""
            )

    # Add new volume
    current_config.volumes.append(volume)

    # Save updated configuration
    result = await update_external_volumes(current_config)
    return result"
src/api/routes/volumes.py,remove_external_volume,function,154,177,154-177,general purpose,consider_delete,function-or-method-not-executed,0,24,0.00%,True,False,router.delete,"async def remove_external_volume(volume_name: str) -> Dict[str, Any]:
    """"""
    Remove an external volume from the configuration.
    """"""
    # Load current configuration
    current_config = await get_external_volumes()

    # Find and remove volume
    volumes_before = len(current_config.volumes)
    current_config.volumes = [
        vol for vol in current_config.volumes
        if vol.name != volume_name
    ]

    if len(current_config.volumes) == volumes_before:
        raise HTTPException(
            status_code=status.HTTP_404_NOT_FOUND,
            detail=f""Volume '{volume_name}' not found""
        )

    # Save updated configuration
    result = await update_external_volumes(current_config)
    result[""message""] = f""Removed volume '{volume_name}'""
    return result"
src/api/routes/volumes.py,update_volume,function,181,205,181-205,data modification,consider_delete,function-or-method-not-executed,0,25,0.00%,True,False,router.put,"async def update_volume(volume_name: str, volume: ExternalVolume) -> Dict[str, Any]:
    """"""
    Update an existing external volume configuration.
    """"""
    # Load current configuration
    current_config = await get_external_volumes()

    # Find and update volume
    found = False
    for i, existing_vol in enumerate(current_config.volumes):
        if existing_vol.name == volume_name:
            current_config.volumes[i] = volume
            found = True
            break

    if not found:
        raise HTTPException(
            status_code=status.HTTP_404_NOT_FOUND,
            detail=f""Volume '{volume_name}' not found""
        )

    # Save updated configuration
    result = await update_external_volumes(current_config)
    result[""message""] = f""Updated volume '{volume_name}'""
    return result"
src/api/routes/volumes.py,get_volumes_status,function,209,236,209-236,data retrieval,consider_delete,function-or-method-not-executed,0,28,0.00%,True,False,router.get,"async def get_volumes_status() -> List[VolumeStatus]:
    """"""
    Get status of all configured volumes (available/unavailable).

    Checks for .volume-available markers to determine if volumes are mounted.
    """"""
    from src.utils.volume_monitor import load_external_volumes_config

    volumes = load_external_volumes_config()
    status_list = []

    for vol in volumes:
        primary_path = vol.get(""primary"", """")
        marker_path = os.path.join(primary_path, "".volume-available"")

        is_available = os.path.exists(primary_path)
        marker_exists = os.path.exists(marker_path)

        status_list.append(VolumeStatus(
            name=vol.get(""name"", """"),
            primary=primary_path,
            fallback=vol.get(""fallback"", """"),
            mount=vol.get(""mount"", """"),
            is_available=is_available,
            marker_exists=marker_exists
        ))

    return status_list"
src/api/routes/volumes.py,mark_volume_available,function,240,283,240-283,general purpose,consider_delete,function-or-method-not-executed,0,44,0.00%,True,False,router.post,"async def mark_volume_available(volume_name: str) -> Dict[str, Any]:
    """"""
    Create .volume-available marker for a volume.

    This marks the volume as ""available"" for the detection system.
    """"""
    from src.utils.volume_monitor import load_external_volumes_config

    volumes = load_external_volumes_config()

    # Find the volume
    target_volume = None
    for vol in volumes:
        if vol.get(""name"") == volume_name:
            target_volume = vol
            break

    if not target_volume:
        raise HTTPException(
            status_code=status.HTTP_404_NOT_FOUND,
            detail=f""Volume '{volume_name}' not found""
        )

    primary_path = target_volume.get(""primary"", """")
    if not os.path.exists(primary_path):
        raise HTTPException(
            status_code=status.HTTP_400_BAD_REQUEST,
            detail=f""Primary path '{primary_path}' does not exist""
        )

    # Create marker file
    marker_path = os.path.join(primary_path, "".volume-available"")... [truncated]"
src/apps/websearch/apps.py,WebSearchAppConfig,class,4,13,4-13,general purpose,investigate,class-not-instantiated-or-not-executed,0,10,0.00%,False,False,,"class WebSearchAppConfig:
    """"""Configuration for web search integration (SearXNG).""""""

    name = ""src.apps.websearch""
    verbose_name = ""Web Search Integration""

    def ready(self):
        """"""Called when the app is loaded.""""""
        # Future: register web search providers, hooks, etc.
        pass"
src/apps/websearch/apps.py,WebSearchAppConfig.ready,method,10,13,10-13,parsing/reading,consider_delete,function-or-method-not-executed,0,4,0.00%,False,False,,"def ready(self):
        """"""Called when the app is loaded.""""""
        # Future: register web search providers, hooks, etc.
        pass"
src/apps/websearch/searxng_client.py,SearXNGClient,class,11,220,11-220,general purpose,investigate,class-not-instantiated-or-not-executed,0,210,0.00%,False,False,,"class SearXNGClient:
    """"""Async client for SearXNG metasearch engine.""""""

    def __init__(
        self,
        base_url: str = ""http://localhost:8080"",
        timeout: float = 10.0,
        max_results: int = 5,
        language: str = ""es"",
    ):
        """"""Initialize SearXNG client.

        Args:
            base_url: SearXNG instance URL.
            timeout: Request timeout in seconds.
            max_results: Maximum number of results to return.
            language: Search language (es, en, etc.).
        """"""
        self.base_url = base_url.rstrip(""/"")
        self.timeout = timeout
        self.max_results = max_results
        self.language = language
        self.search_endpoint = f""{self.base_url}/search""
        self._client: Optional[httpx.AsyncClient] = None

        log.info(
            ""Initialized SearXNGClient: base_url=%s, timeout=%.1fs, max_results=%d, lang=%s"",
            base_url, timeout, max_results, language
        )

    async def _get_client(self) ... [truncated]"
src/apps/websearch/searxng_client.py,SearXNGClient.__init__,method,14,39,14-39,initialization/setup,investigate,"dunder, function-or-method-not-executed",0,26,0.00%,False,True,,"def __init__(
        self,
        base_url: str = ""http://localhost:8080"",
        timeout: float = 10.0,
        max_results: int = 5,
        language: str = ""es"",
    ):
        """"""Initialize SearXNG client.

        Args:
            base_url: SearXNG instance URL.
            timeout: Request timeout in seconds.
            max_results: Maximum number of results to return.
            language: Search language (es, en, etc.).
        """"""
        self.base_url = base_url.rstrip(""/"")
        self.timeout = timeout
        self.max_results = max_results
        self.language = language
        self.search_endpoint = f""{self.base_url}/search""
        self._client: Optional[httpx.AsyncClient] = None

        log.info(
            ""Initialized SearXNGClient: base_url=%s, timeout=%.1fs, max_results=%d, lang=%s"",
            base_url, timeout, max_results, language
        )"
src/apps/websearch/searxng_client.py,SearXNGClient._get_client,method,41,45,41-45,data retrieval,consider_delete,function-or-method-not-executed,0,5,0.00%,True,False,,"async def _get_client(self) -> httpx.AsyncClient:
        """"""Get or create async HTTP client.""""""
        if self._client is None or self._client.is_closed:
            self._client = httpx.AsyncClient(timeout=self.timeout)
        return self._client"
src/apps/websearch/searxng_client.py,SearXNGClient.close,method,47,51,47-51,general purpose,consider_delete,function-or-method-not-executed,0,5,0.00%,True,False,,"async def close(self):
        """"""Close the async HTTP client.""""""
        if self._client and not self._client.is_closed:
            await self._client.aclose()
            self._client = None"
src/apps/websearch/searxng_client.py,SearXNGClient.__aenter__,method,53,55,53-55,general purpose,investigate,"dunder, function-or-method-not-executed",0,3,0.00%,True,True,,"async def __aenter__(self):
        """"""Async context manager entry.""""""
        return self"
src/apps/websearch/searxng_client.py,SearXNGClient.__aexit__,method,57,59,57-59,general purpose,investigate,"dunder, function-or-method-not-executed",0,3,0.00%,True,True,,"async def __aexit__(self, exc_type, exc_val, exc_tb):
        """"""Async context manager exit.""""""
        await self.close()"
src/apps/websearch/searxng_client.py,SearXNGClient.search,method,61,149,61-149,general purpose,consider_delete,function-or-method-not-executed,0,89,0.00%,True,False,,"async def search(
        self,
        query: str,
        categories: Optional[List[str]] = None,
        engines: Optional[List[str]] = None,
    ) -> List[Dict[str, Any]]:
        """"""Perform async web search using SearXNG.

        Args:
            query: Search query.
            categories: Optional categories (general, news, science, etc.).
            engines: Optional specific engines to use.

        Returns:
            List of search results with title, content, url, score.
        """"""
        start_time = time.time()

        try:
            # Build request parameters
            params = {
                ""q"": query,
                ""format"": ""json"",
                ""language"": self.language,
            }

            if categories:
                params[""categories""] = "","".join(categories)

            if engines:
                params[""engines""] = "","".join(engines)

            log.debug(""Searching SearXNG: query=%s, params=%s"", query[:50], params)

            # M... [truncated]"
src/apps/websearch/searxng_client.py,SearXNGClient.search_and_format,method,151,204,151-204,formatting/rendering,consider_delete,function-or-method-not-executed,0,54,0.00%,True,False,,"async def search_and_format(
        self,
        query: str,
        categories: Optional[List[str]] = None,
    ) -> List[Dict[str, Any]]:
        """"""Search and format results for RAG context.

        This formats results to match the structure expected by the RAG orchestrator.

        Args:
            query: Search query.
            categories: Optional search categories.

        Returns:
            List of results formatted like retrieved documents:
            - uuid: Unique identifier
            - text: Combined title + content
            - source: URL
            - chunk_index: Always 0 for web results
            - score: Relevance score
        """"""
        results = await self.search(query, categories=categories)

        formatted = []
        for i, result in enumerate(results):
            # Combine title and content into text
            text_parts = []
            if result.get(""title""):
                text_parts.append(f""# {result['title']}"")
            if res... [truncated]"
src/apps/websearch/searxng_client.py,SearXNGClient.is_available,method,206,220,206-220,general purpose,consider_delete,function-or-method-not-executed,0,15,0.00%,True,False,,"async def is_available(self) -> bool:
        """"""Check if SearXNG instance is available.

        Returns:
            True if SearXNG is reachable, False otherwise.
        """"""
        try:
            client = await self._get_client()
            response = await client.get(
                f""{self.base_url}/healthz"",
                timeout=3.0,
            )
            return response.status_code == 200
        except Exception:
            return False"
src/backends/llm/api_factory.py,DependencyOverrideSpec,class,16,18,16-18,general purpose,investigate,class-not-instantiated-or-not-executed,0,3,0.00%,False,False,dataclass,"class DependencyOverrideSpec:
    dependency: Callable[..., object]
    provider_key: str"
